Customer_ID,last_order_date,frequency,monetary,recency_days,R_score,F_score,M_score,RFM_Score,RFM_Segment,kmeans_cluster
72857_US,2023-05-09,2,350.96000000000004,603,2,4,5,245,At Risk,0
84028_US,2023-07-09,2,350.89408528198067,542,2,4,5,245,At Risk,0
49268_US,2023-06-11,4,350.7830188679245,570,2,4,5,245,At Risk,0
35233_US,2023-06-01,6,350.21999999999997,580,2,5,5,255,At Risk,0
IV19 1DS_GB,2023-05-28,1,350.0083333333333,584,2,2,5,225,Hibernating,2
TA6 6FN_GB,2023-09-03,1,349.9833333333333,486,2,3,5,235,At Risk,0
HR4 8FJ_GB,2023-06-26,6,349.95833333333337,555,2,5,4,254,At Risk,0
M35 9DH_GB,2023-07-01,4,349.9583333333333,550,2,5,4,254,At Risk,0
11965_US,2023-05-10,3,349.90585533869114,602,2,4,4,244,At Risk,0
V2B 5K7_CA,2023-03-24,2,349.45000000000005,649,1,4,4,144,At Risk,0
UB2 5RX_GB,2023-08-30,2,349.15000000000003,490,2,4,4,244,At Risk,0
23920_US,2023-04-23,3,349.0754716981131,619,1,4,4,144,At Risk,0
T5B 3J5_CA,2023-06-19,1,348.92,562,2,3,4,234,At Risk,0
74653_US,2023-05-03,5,348.74439461883406,609,1,5,4,154,At Risk,0
560037_IN,2023-07-14,3,348.27,537,2,4,4,244,At Risk,0
17344_US,2023-09-01,4,348.037037037037,488,2,4,4,244,At Risk,0
R3X 0S8_CA,2023-08-16,2,347.54,504,2,4,4,244,At Risk,0
N0L 1G2_CA,2023-07-24,2,347.41,527,2,4,4,244,At Risk,0
49701_US,2023-07-22,3,347.35849056603774,529,2,4,4,244,At Risk,0
B0S 1B0_CA,2023-08-09,3,347.12,511,2,4,4,244,At Risk,0
9825_US,2023-07-27,2,346.87,524,2,4,4,244,At Risk,0
7860_ES,2023-06-29,3,346.76363636363635,552,2,4,4,244,At Risk,0
90405-4115_US,2023-07-19,2,346.76082004555815,532,2,4,4,244,At Risk,0
HD4 7JJ_GB,2023-04-16,2,346.6666666666667,626,1,4,4,144,At Risk,0
23432_US,2023-08-29,6,346.5,491,2,5,4,254,At Risk,0
42519_US,2023-03-05,2,346.0,668,1,4,4,144,At Risk,0
78022_US,2023-08-15,5,345.99538106235565,505,2,5,4,254,At Risk,0
65446_US,2023-05-27,2,345.98334955130287,585,2,4,4,244,At Risk,0
26385_US,2023-08-28,5,345.69,492,2,5,4,254,At Risk,0
50002_US,2023-08-05,3,345.48598130841117,515,2,4,4,244,At Risk,0
AB24 2RN_GB,2023-06-22,2,345.3833333333333,559,2,4,4,244,At Risk,0
73541_US,2023-06-28,4,345.15695067264573,553,2,5,4,254,At Risk,0
T3L 1Z4_CA,2023-04-01,1,344.98,641,1,3,4,134,At Risk,0
50247_US,2023-07-26,3,343.8130841121495,525,2,4,4,244,At Risk,0
PR3 1XB_GB,2023-05-24,2,343.70833333333337,588,2,4,4,244,At Risk,0
31781_US,2023-05-30,3,343.6455463728191,582,2,4,4,244,At Risk,0
72947_US,2023-06-24,3,343.39,557,2,4,4,244,At Risk,0
7603_ZA,2023-07-29,1,343.08,522,2,1,4,214,Hibernating,2
72513_US,2023-09-04,4,343.06,485,2,4,4,244,At Risk,0
L6R 3M3_CA,2023-02-24,2,342.83,677,1,4,4,144,At Risk,0
T4X 1Z2_CA,2023-08-01,2,342.82,519,2,4,4,244,At Risk,0
T3Z 0C6_CA,2023-05-28,1,342.65,584,2,3,4,234,At Risk,0
43128_US,2023-09-04,4,342.55555555555554,485,2,4,4,244,At Risk,0
38317_US,2023-05-08,3,342.4510250569476,604,2,4,4,244,At Risk,0
45162_US,2023-07-19,4,342.24074074074076,532,2,4,4,244,At Risk,0
13865_US,2023-08-24,4,342.2181400688863,496,2,4,4,244,At Risk,0
M6B 2L6_CA,2023-02-18,2,342.03999999999996,683,1,4,4,144,At Risk,0
4069_US,2023-08-07,3,341.66999999999996,513,2,4,4,244,At Risk,0
64855_US,2023-06-04,4,341.6315277327278,577,2,4,4,244,At Risk,0
58270_US,2023-05-25,3,341.56,587,2,4,4,244,At Risk,0
46290_US,2023-03-27,2,341.4579439252336,646,1,4,4,144,At Risk,0
H3L 1R6_CA,2023-08-23,2,341.41,497,2,4,4,244,At Risk,0
R3R 0A4_CA,2023-07-26,2,341.37,525,2,4,4,244,At Risk,0
KT9 2DE_GB,2023-08-18,3,341.25,502,2,4,4,244,At Risk,0
89117-1922_US,2023-07-01,3,341.18841114596785,550,2,4,4,244,At Risk,0
84636_US,2023-07-14,2,340.6235671710225,537,2,4,4,244,At Risk,0
12117_US,2023-06-05,2,340.564867967853,576,2,4,4,244,At Risk,0
20875_IT,2023-08-06,2,340.5,514,2,4,4,244,At Risk,0
48436_US,2023-04-17,2,340.05660377358487,625,1,4,4,144,At Risk,0
83252_US,2023-07-07,5,340.03,544,2,5,4,254,At Risk,0
42372_US,2023-07-16,2,340.01886792452825,535,2,4,4,244,At Risk,0
LS8 2JJ_GB,2023-04-20,1,339.975,622,1,2,4,124,Hibernating,2
54745_US,2023-08-22,4,339.64402810304455,498,2,4,4,244,At Risk,0
01867-1167_US,2023-06-09,3,339.62352941176476,572,2,4,4,244,At Risk,0
53530_US,2023-03-25,4,339.49414519906327,648,1,4,4,144,At Risk,0
20148_IT,2023-07-22,5,339.4272727272727,529,2,5,4,254,At Risk,0
WF10 4BT_GB,2023-04-08,2,339.1333333333333,634,1,4,4,144,At Risk,0
J6S 5P3_CA,2023-05-25,2,339.11,587,2,4,4,244,At Risk,0
N2E 2G4_CA,2023-08-10,2,339.09,510,2,4,4,244,At Risk,0
4609_US,2023-04-05,2,339.03999999999996,637,1,4,4,144,At Risk,0
3371_NZ,2023-02-15,1,338.98,686,1,1,4,114,Hibernating,2
28431_US,2023-04-04,3,338.73488372093027,638,1,4,4,144,At Risk,0
K9A 0P1_CA,2023-02-14,2,338.49,687,1,4,4,144,At Risk,0
58750_US,2023-09-03,2,338.32,486,2,4,4,244,At Risk,0
38868_US,2023-06-08,4,338.14,573,2,4,4,244,At Risk,0
NG16 2RG_GB,2023-04-07,3,337.8916666666667,635,1,4,4,144,At Risk,0
60957_US,2023-08-21,5,337.77391304347833,499,2,5,4,254,At Risk,0
65791_US,2023-07-18,4,337.73020506721446,533,2,4,4,244,At Risk,0
RH13 5PS_GB,2023-07-06,2,337.4916666666667,545,2,4,4,244,At Risk,0
BS37 7DD_GB,2023-07-09,4,337.48333333333335,542,2,5,4,254,At Risk,0
WS5 3AE_GB,2023-05-04,2,337.4666666666667,608,1,4,4,144,At Risk,0
DH1 3DF_GB,2023-05-01,1,337.46666666666664,611,1,2,4,124,Hibernating,2
M3B 3C2_CA,2023-06-23,3,337.39,558,2,4,4,244,At Risk,0
R2K1Y2_CA,2023-02-09,1,337.02,692,1,3,4,134,At Risk,0
CF40 1BS_GB,2023-06-23,3,336.8666666666667,558,2,4,4,244,At Risk,0
79379_US,2023-08-21,5,336.59122401847577,499,2,5,4,254,At Risk,0
47805-2532_US,2023-06-09,3,336.56074766355135,572,2,4,4,244,At Risk,0
G3A 1W8_CA,2023-07-27,2,336.53,524,2,4,4,244,At Risk,0
35984_US,2023-07-23,3,336.19,528,2,4,4,244,At Risk,0
6763_US,2023-05-13,3,336.1259990597085,599,2,4,4,244,At Risk,0
38076_US,2023-05-31,2,335.8815489749431,581,2,4,4,244,At Risk,0
J3E0H5_CA,2023-07-11,2,335.53000000000003,540,2,4,4,244,At Risk,0
72227-3021_US,2023-08-17,3,335.41999999999996,503,2,4,4,244,At Risk,0
62075_US,2023-07-07,4,335.40000000000003,544,2,4,4,244,At Risk,0
58781_US,2023-04-10,2,335.28,632,1,4,4,144,At Risk,0
N0A 1J0_CA,2023-09-06,4,335.23,483,2,5,4,254,At Risk,0
WV15 6EB_GB,2023-07-31,2,335.19999999999993,520,2,4,4,244,At Risk,0
54773_US,2023-07-23,1,335.16627634660426,528,2,1,4,214,Hibernating,2
59823_US,2023-06-29,4,334.90999999999997,552,2,4,4,244,At Risk,0
75756_US,2023-07-22,3,334.8637413394919,529,2,4,4,244,At Risk,0
97910_US,2023-08-04,3,334.65999999999997,516,2,4,4,244,At Risk,0
V1V 0B9_CA,2022-12-31,2,334.42999999999995,732,1,4,4,144,At Risk,0
2420_PH,2023-06-16,2,334.4,565,2,4,4,244,At Risk,0
47649_US,2023-07-27,3,334.21495327102804,524,2,4,4,244,At Risk,0
J5V1C4_CA,2023-08-05,1,333.9,515,2,2,4,224,Hibernating,2
16143_US,2023-08-27,4,333.85185185185185,493,2,4,4,244,At Risk,0
T3G 4T5_CA,2023-01-12,1,333.72,720,1,3,4,134,At Risk,0
58580_US,2023-02-10,2,333.68,691,1,4,4,144,At Risk,0
35204_US,2023-06-14,3,333.59000000000003,567,2,4,4,244,At Risk,0
4020_IT,2023-08-24,5,333.5181818181818,496,2,5,4,254,At Risk,0
60913_US,2023-07-21,4,333.45217391304345,530,2,4,4,244,At Risk,0
CH2 2PJ_GB,2023-03-07,2,333.325,666,1,4,4,144,At Risk,0
HP10 0FF_GB,2023-06-25,3,333.3166666666667,556,2,4,4,244,At Risk,0
E16 4AF_GB,2023-07-11,1,333.3,540,2,2,4,224,Hibernating,2
BN1 4JH_GB,2023-07-28,2,333.3,523,2,4,4,244,At Risk,0
SW13 9LW_GB,2023-08-25,2,333.29166666666663,495,2,4,4,244,At Risk,0
62816_US,2023-07-02,2,333.13913043478266,549,2,4,4,244,At Risk,0
N9H 2J1_CA,2023-04-15,2,333.03,627,1,4,4,144,At Risk,0
N0L 1B0_CA,2023-08-09,3,332.78,511,2,4,4,244,At Risk,0
BH8 8BT_GB,2023-07-04,3,332.5083333333333,547,2,4,4,244,At Risk,0
T8W2K2_CA,2023-02-06,1,332.0,695,1,3,4,134,At Risk,0
9010_US,2023-05-08,4,331.71000000000004,604,2,5,4,254,At Risk,0
35647_US,2023-08-07,3,331.64,513,2,4,4,244,At Risk,0
E2K 4L1_CA,2023-02-05,1,331.57,696,1,2,4,124,Hibernating,2
X0A0H0_CA,2023-07-05,3,331.56,546,2,4,4,244,At Risk,0
19973-9489_US,2023-06-12,3,331.48,569,2,4,4,244,At Risk,0
40337_US,2023-07-25,5,331.2452830188679,526,2,5,4,254,At Risk,0
L0L2L0_CA,2023-01-12,1,330.67,720,1,2,4,124,Hibernating,2
95573_US,2023-07-22,4,330.5694760820046,529,2,5,4,254,At Risk,0
P4N 2W9_CA,2023-03-02,1,330.36,671,1,3,4,134,At Risk,0
L1S 3R9_CA,2023-07-24,3,330.32,527,2,4,4,244,At Risk,0
3501_AU,2023-06-25,3,330.3,556,2,4,4,244,At Risk,0
BT7 2FL_GB,2023-07-23,1,329.9916666666667,528,2,2,4,224,Hibernating,2
PE4 5DR_GB,2023-05-26,1,329.9916666666667,586,2,3,4,234,At Risk,0
N0J1P0_CA,2023-06-10,2,329.77,571,2,4,4,244,At Risk,0
21223_US,2023-08-12,3,329.7169811320755,508,2,4,4,244,At Risk,0
80034_IT,2023-08-16,5,329.6909090909091,504,2,5,4,254,At Risk,0
16010_IT,2023-07-13,4,329.4,538,2,4,4,244,At Risk,0
L4M 6X1_CA,2023-07-22,1,329.24,529,2,2,4,224,Hibernating,2
V2S0H6_CA,2023-07-17,1,329.21,534,2,3,4,234,At Risk,0
CV21 4HY_GB,2023-06-13,4,329.15833333333336,568,2,5,4,254,At Risk,0
L9T 1S6_CA,2023-05-07,1,328.8,605,1,2,4,124,Hibernating,2
M5T 0C3_CA,2023-06-12,3,328.78,569,2,4,4,244,At Risk,0
R2V 0K3_CA,2023-04-15,1,328.72,627,1,3,4,134,At Risk,0
92841-1024_US,2023-09-05,2,328.7015945330296,484,2,4,4,244,At Risk,0
4421_US,2023-08-23,2,328.63,497,2,4,4,244,At Risk,0
28734-8216_US,2023-04-06,1,328.4372093023256,636,1,1,4,114,Hibernating,2
6384_US,2023-08-27,4,328.15232722143867,493,2,4,4,244,At Risk,0
6035_US,2023-04-12,4,328.0488951574988,630,1,4,4,144,At Risk,0
51446_US,2023-08-29,3,327.98130841121497,491,2,4,4,244,At Risk,0
34135-8511_US,2023-06-19,5,327.61290322580646,562,2,5,4,254,At Risk,0
M5A 0K9_CA,2023-08-17,4,327.39,503,2,5,4,254,At Risk,0
58067_US,2023-08-28,2,327.28,492,2,4,4,244,At Risk,0
N5X1T2_CA,2023-03-22,2,327.21000000000004,651,1,4,4,144,At Risk,0
K2E 1C4_CA,2023-07-13,2,327.18,538,2,4,4,244,At Risk,0
54830_US,2023-07-07,3,327.16627634660426,544,2,4,4,244,At Risk,0
49279_US,2023-06-20,2,326.9905660377359,561,2,4,4,244,At Risk,0
T6X 1X5_CA,2023-08-04,3,326.99,516,2,4,4,244,At Risk,0
20077_IT,2023-06-08,3,326.81818181818176,573,2,4,4,244,At Risk,0
J0G 1S0_CA,2023-06-21,3,326.77,560,2,4,4,244,At Risk,0
65256_US,2023-06-19,3,326.0983169351641,562,2,4,4,244,At Risk,0
V7L2K9_CA,2023-07-28,3,325.81,523,2,4,4,244,At Risk,0
J9J 0X4_CA,2023-08-03,4,325.81,517,2,5,4,254,At Risk,0
75631_US,2023-08-16,5,325.6535796766744,504,2,5,4,254,At Risk,0
9565_US,2023-07-05,1,325.54,546,2,1,4,214,Hibernating,2
51529_US,2023-02-07,2,325.4579439252336,694,1,4,4,144,At Risk,0
15028_US,2023-03-03,1,325.38888888888886,670,1,1,4,114,Hibernating,2
BT92 0DW_GB,2023-08-18,3,324.975,502,2,4,4,244,At Risk,0
SK9 7JA_GB,2023-07-23,1,324.975,528,2,3,4,234,At Risk,0
49113_US,2023-07-07,4,324.95283018867923,544,2,4,4,244,At Risk,0
SW15 4ND_GB,2023-03-31,4,324.95000000000005,642,1,5,4,154,At Risk,0
55334_US,2023-04-20,2,324.89552238805965,622,1,4,4,144,At Risk,0
00851-3313_US,2023-09-03,3,324.85,486,2,4,4,244,At Risk,0
V7P 0B1_CA,2023-08-19,3,324.74,501,2,4,4,244,At Risk,0
V0E2W0_CA,2023-01-29,1,324.54,703,1,3,4,134,At Risk,0
09309-1213_US,2023-06-30,4,324.51,551,2,4,4,244,At Risk,0
14202_US,2023-08-24,4,324.4546498277841,496,2,4,4,244,At Risk,0
99775-0877_US,2023-04-26,2,324.28,616,1,4,4,144,At Risk,0
77363_US,2023-07-28,5,324.1016166281755,523,2,5,4,254,At Risk,0
47957_US,2023-07-20,2,324.0654205607476,531,2,4,4,244,At Risk,0
T3G 5C2_CA,2023-06-13,2,323.87,568,2,4,4,244,At Risk,0
RG2 9TX_GB,2023-08-09,3,323.80833333333334,511,2,4,4,244,At Risk,0
86021_US,2023-06-29,4,323.63309352517985,552,2,5,4,254,At Risk,0
70719_US,2023-07-10,4,323.40062808434277,541,2,4,4,244,At Risk,0
16858_US,2023-08-28,5,323.3333333333333,492,2,5,4,254,At Risk,0
62820_US,2023-08-03,2,323.3217391304348,517,2,4,4,244,At Risk,0
7700_NZ,2023-08-28,2,323.02,492,2,4,4,244,At Risk,0
45613_US,2023-07-25,4,322.8333333333333,526,2,4,4,244,At Risk,0
E2L 2G7_CA,2023-07-10,2,322.59,541,2,4,4,244,At Risk,0
14437_US,2023-02-02,3,322.23191733639493,699,1,4,4,144,At Risk,0
55965_US,2023-08-24,4,322.0849598163031,496,2,4,4,244,At Risk,0
P47 H992_IE,2023-07-26,2,322.0,525,2,4,4,244,At Risk,0
58561_US,2023-03-17,2,321.92,656,1,4,4,144,At Risk,0
P0P1K0_CA,2023-01-06,1,321.89,726,1,3,4,134,At Risk,0
W10 6DU_GB,2023-07-30,4,321.64166666666665,521,2,5,4,254,At Risk,0
19390-8805_US,2023-08-24,3,321.4722222222222,496,2,4,4,244,At Risk,0
33178-2418_US,2023-08-12,2,321.4009216589862,508,2,4,4,244,At Risk,0
HP18 0BG_GB,2023-06-23,4,320.81666666666666,558,2,5,4,254,At Risk,0
PO6 3HX_GB,2023-04-28,2,320.79999999999995,614,1,4,4,144,At Risk,0
30511_US,2023-05-18,4,320.6703397612489,594,2,4,4,244,At Risk,0
44262_US,2023-07-02,1,320.6481481481481,549,2,1,4,214,Hibernating,2
V2G 4J8_CA,2023-06-03,1,320.64,578,2,3,4,234,At Risk,0
L1N 2Y1_CA,2023-06-13,1,320.46,568,2,2,4,224,Hibernating,2
V5Y 1M4_CA,2023-04-20,1,320.18,622,1,3,4,134,At Risk,0
V6R 2M5_CA,2023-04-20,1,320.18,622,1,3,4,134,At Risk,0
24502-5314_US,2023-01-24,1,320.0754716981132,708,1,1,4,114,Hibernating,2
47008_KW,2023-04-18,1,320.03,624,1,1,4,114,Hibernating,2
RH13 5JZ_GB,2023-06-12,2,319.9416666666667,569,2,4,4,244,At Risk,0
39840_US,2023-09-03,4,319.7337006427915,486,2,4,4,244,At Risk,0
83644-5104_US,2023-08-05,6,319.71000000000004,515,2,5,4,254,At Risk,0
17057-2124_US,2023-06-23,1,319.6203703703703,558,2,1,4,214,Hibernating,2
81055_IT,2023-05-02,1,319.46363636363634,610,1,1,4,114,Hibernating,2
SL4 2LP_GB,2023-07-10,1,319.27500000000003,541,2,3,4,234,At Risk,0
T8E 2M2_CA,2023-06-07,1,319.15,574,2,3,4,234,At Risk,0
94020_US,2023-08-03,4,318.79726651480644,517,2,5,4,254,At Risk,0
J3B 0J6_CA,2023-07-04,1,318.71,547,2,2,4,224,Hibernating,2
38725_US,2023-08-20,3,318.68,500,2,4,4,244,At Risk,0
29435_US,2023-08-11,1,318.5963302752293,509,2,1,4,214,Hibernating,2
27521_US,2023-06-01,4,318.58604651162796,580,2,4,4,244,At Risk,0
97138-4623_US,2023-06-04,2,318.51,577,2,4,4,244,At Risk,0
V5K 2K6_CA,2023-06-06,4,318.44,575,2,5,4,254,At Risk,0
S9V 0Z3_CA,2023-07-06,3,318.31,545,2,4,4,244,At Risk,0
28384_US,2023-07-10,5,318.13953488372096,541,2,5,4,254,At Risk,0
29488-2717_US,2023-06-30,3,318.0550458715596,551,2,4,4,244,At Risk,0
44672_US,2023-08-15,4,318.02777777777777,505,2,4,4,244,At Risk,0
65305_US,2023-03-21,3,317.94428226474935,652,1,4,4,144,At Risk,0
76902_US,2023-03-31,3,317.9399538106236,642,1,4,4,144,At Risk,0
ME15 8FR_GB,2023-03-26,3,317.9166666666667,647,1,4,4,144,At Risk,0
J0B 2W0_CA,2023-08-08,2,317.59000000000003,512,2,4,4,244,At Risk,0
DA5 1JX_GB,2023-05-31,2,317.475,581,2,4,4,244,At Risk,0
9903_US,2023-04-03,2,317.4,639,1,4,4,144,At Risk,0
V2C 0M2_CA,2023-07-29,1,317.35,522,2,3,4,234,At Risk,0
32694_US,2023-07-16,4,317.29953917050693,535,2,4,4,244,At Risk,0
97111_US,2023-05-18,3,317.27,594,2,4,4,244,At Risk,0
53027-9090_US,2023-07-01,2,317.0679156908666,550,2,4,4,244,At Risk,0
T1Y 4Y7_CA,2023-04-10,2,316.99,632,1,4,4,144,At Risk,0
67050_US,2023-04-11,4,316.9864253393665,631,1,4,4,144,At Risk,0
L4L 0K6_CA,2023-02-08,1,316.95,693,1,2,4,124,Hibernating,2
99929_US,2023-05-16,3,316.77,596,2,4,4,244,At Risk,0
56116_US,2023-08-24,4,316.6934557979334,496,2,4,4,244,At Risk,0
S8 0PS_GB,2023-05-20,1,316.6666666666667,592,2,3,4,234,At Risk,0
KT3 3EJ_GB,2023-07-08,3,316.65000000000003,543,2,4,4,244,At Risk,0
SO23 7FQ_GB,2023-07-18,2,316.6333333333334,533,2,4,4,244,At Risk,0
41045_US,2023-04-19,3,316.52830188679246,623,1,4,4,144,At Risk,0
92378_US,2023-08-30,4,316.3553530751709,490,2,5,4,254,At Risk,0
3902_US,2023-03-01,3,316.27,672,1,4,4,144,At Risk,0
SL6 0HA_GB,2023-07-22,2,316.2166666666667,529,2,4,4,244,At Risk,0
SW2 2ST_GB,2023-08-29,2,315.4416666666666,491,2,4,4,244,At Risk,0
16364_US,2023-07-03,4,315.1574074074074,548,2,4,4,244,At Risk,0
31774_US,2023-06-21,5,315.0596877869605,560,2,5,4,254,At Risk,0
N3B 2V9_CA,2023-06-26,3,314.90999999999997,555,2,4,4,244,At Risk,0
K0C 1M0_CA,2023-07-12,2,314.86,539,2,4,4,244,At Risk,0
16121_US,2023-07-04,4,314.52777777777777,547,2,4,4,244,At Risk,0
L15 4LA_GB,2023-06-23,5,314.4083333333333,558,2,5,4,254,At Risk,0
54005_US,2023-06-22,3,314.2669789227167,559,2,4,4,244,At Risk,0
M6L 1B3_CA,2023-07-06,3,314.15,545,2,4,4,244,At Risk,0
81201-8506_US,2023-08-24,2,313.64208633093523,496,2,4,4,244,At Risk,0
T7E1K8_CA,2023-08-31,2,313.42,489,2,4,4,244,At Risk,0
T9K 1W7_CA,2023-04-24,1,313.25,618,1,3,4,134,At Risk,0
19930_US,2023-06-12,2,313.14,569,2,4,4,244,At Risk,0
37129-2524_US,2023-04-09,3,313.12984054669704,633,1,4,4,144,At Risk,0
L39 4AA_GB,2023-08-21,3,312.90833333333336,499,2,4,4,244,At Risk,0
97544_US,2023-03-15,2,312.88,658,1,4,4,144,At Risk,0
B0K 1H0_CA,2023-03-02,4,312.78,671,1,5,4,154,At Risk,0
19083-1622_US,2023-08-05,5,312.64814814814815,515,2,5,4,254,At Risk,0
62366_US,2023-08-29,5,312.5739130434783,491,2,5,4,254,At Risk,0
BB7 1BE_GB,2023-08-20,3,312.4666666666667,500,2,4,4,244,At Risk,0
FY5 1JG_GB,2023-07-03,5,312.4666666666667,548,2,5,4,254,At Risk,0
E3 2BE_GB,2023-08-21,3,312.45,499,2,4,4,244,At Risk,0
T9M 2C1_CA,2023-02-04,2,312.44,697,1,4,4,144,At Risk,0
65786_US,2023-03-14,2,312.42116264821425,659,1,4,4,144,At Risk,0
39667_US,2023-08-31,5,312.24,489,2,5,4,254,At Risk,0
19954_US,2023-09-02,3,312.22,487,2,4,4,244,At Risk,0
75556_US,2023-08-12,5,312.1016166281755,508,2,5,4,254,At Risk,0
79926_US,2023-07-29,4,311.9815242494226,522,2,5,4,254,At Risk,0
47581_US,2023-05-16,5,311.8598130841121,596,2,5,4,254,At Risk,0
93203_US,2023-08-11,3,311.6355353075171,509,2,4,4,244,At Risk,0
9830_BE,2023-07-31,2,311.5754716981132,520,2,4,4,244,At Risk,0
12573_EG,2023-06-13,1,311.57,568,2,1,4,214,Hibernating,2
33198-1058_US,2023-07-08,2,311.5207373271889,543,2,4,4,244,At Risk,0
77957_US,2023-06-23,4,311.3810623556582,558,2,5,4,254,At Risk,0
L1G 7M6_CA,2023-08-24,3,311.34000000000003,496,2,4,4,244,At Risk,0
H7Y 2H8_CA,2023-07-10,2,311.17,541,2,4,4,244,At Risk,0
R2J 2S2_CA,2023-05-12,3,311.06,600,2,4,4,244,At Risk,0
50144_US,2023-04-03,2,311.0560747663551,639,1,4,4,144,At Risk,0
Y25 N2D1_IE,2023-07-17,3,310.99212598425197,534,2,4,4,244,At Risk,0
L4N3J1_CA,2023-06-27,3,310.89,554,2,4,4,244,At Risk,0
CT3 2NG_GB,2023-03-31,2,310.79166666666663,642,1,4,4,144,At Risk,0
6248_US,2023-07-01,5,310.7757404795487,550,2,5,4,254,At Risk,0
26149_US,2023-07-21,3,310.73,530,2,4,4,244,At Risk,0
54024_US,2023-06-29,5,310.60421545667447,552,2,5,4,254,At Risk,0
73020-6585_US,2023-05-26,2,310.5470852017937,586,2,4,4,244,At Risk,0
V2V 2C1_CA,2023-02-19,1,310.5,682,1,3,4,134,At Risk,0
T2T 3J1_CA,2023-04-11,3,310.35,631,1,4,4,144,At Risk,0
55355_US,2023-04-21,4,310.20895522388054,621,1,4,4,144,At Risk,0
S7V 0Y7_CA,2023-05-24,4,310.11,588,2,5,4,254,At Risk,0
1116_PH,2023-07-09,3,310.1,542,2,4,4,244,At Risk,0
37351_US,2023-02-15,2,310.00455580865605,686,1,4,4,144,At Risk,0
8103_US,2023-08-14,6,309.9929050919609,506,2,5,4,254,At Risk,0
TN3 9JR_GB,2023-03-30,2,309.9916666666667,643,1,4,4,144,At Risk,0
K0K2T0_CA,2023-06-17,3,309.86,564,2,4,4,244,At Risk,0
90056_US,2023-07-20,3,309.8223234624146,531,2,4,4,244,At Risk,0
J7T 2S9_CA,2023-07-11,2,309.69,540,2,4,4,244,At Risk,0
T1B 4A6_CA,2023-08-24,2,309.64,496,2,4,4,244,At Risk,0
N0B 2K0_CA,2023-08-26,4,309.57,494,2,5,4,254,At Risk,0
GU26 6GA_GB,2023-05-26,8,309.35833333333335,586,2,5,4,254,At Risk,0
PO6 3TP_GB,2023-06-14,2,309.33333333333337,567,2,4,4,244,At Risk,0
1541_US,2023-06-29,4,309.30823529411765,552,2,4,4,244,At Risk,0
5512_NZ,2023-01-21,2,309.19,711,1,4,4,144,At Risk,0
42058_US,2023-06-14,4,309.1698113207547,567,2,4,4,244,At Risk,0
TS5 6PL_GB,2023-07-28,1,309.15833333333336,523,2,3,4,234,At Risk,0
E8 4JP_GB,2023-08-31,4,309.1166666666667,489,2,5,4,254,At Risk,0
64021_IT,2023-03-29,3,308.8181818181818,644,1,4,4,144,At Risk,0
T1B 3W9_CA,2023-08-30,2,308.79999999999995,490,2,4,4,244,At Risk,0
SE10 0UN_GB,2023-08-31,2,308.75,489,2,4,4,244,At Risk,0
31778_US,2023-07-14,3,308.6593204775023,537,2,4,4,244,At Risk,0
55358_US,2023-04-27,4,308.5556831228473,615,1,4,4,144,At Risk,0
97341-9657_US,2023-02-04,3,308.45,697,1,4,4,144,At Risk,0
19801-5788_US,2023-04-24,2,308.42,618,1,4,4,144,At Risk,0
SN2 5NY_GB,2023-02-10,2,308.3,691,1,4,4,144,At Risk,0
71842_US,2023-06-16,2,308.27,565,2,4,4,244,At Risk,0
V4K 4Z5_CA,2023-05-04,3,308.15,608,1,4,4,144,At Risk,0
86321_US,2023-04-12,3,308.0575539568345,630,1,4,4,144,At Risk,0
P1B 8G2_CA,2023-08-14,2,307.97,506,2,4,4,244,At Risk,0
L9K 0H4_CA,2023-01-02,1,307.77,730,1,2,4,124,Hibernating,2
24860_US,2023-07-13,1,307.76,538,2,1,4,214,Hibernating,2
96672-2200_US,2023-02-20,1,307.73,681,1,1,4,114,Hibernating,2
68031_US,2023-05-27,3,307.68,585,2,4,4,244,At Risk,0
49418-9262_US,2023-07-03,2,307.6415094339622,548,2,4,4,244,At Risk,0
G2B 0K5_CA,2023-07-23,2,307.56,528,2,4,4,244,At Risk,0
19025_US,2023-08-28,5,307.50925925925924,492,2,5,4,254,At Risk,0
PE38 9NX_GB,2023-06-13,4,307.4916666666667,568,2,5,4,254,At Risk,0
GL2 9BN_GB,2023-03-23,1,307.46666666666664,650,1,2,4,124,Hibernating,2
44281-9294_US,2023-03-09,1,307.4537037037037,664,1,1,4,114,Hibernating,2
20120-1388_US,2023-07-07,1,307.4245283018868,544,2,1,4,214,Hibernating,2
79502_US,2023-07-28,2,307.23325635103924,523,2,4,4,244,At Risk,0
V1S 1C1_CA,2023-01-01,2,307.01,731,1,4,4,144,At Risk,0
72422_US,2023-06-30,4,306.95,551,2,4,4,244,At Risk,0
T9K 2T6_CA,2023-03-21,2,306.74,652,1,4,4,144,At Risk,0
6331_US,2023-05-03,3,306.7230841560885,609,1,4,4,144,At Risk,0
DA12 5EX_GB,2023-08-15,2,306.66666666666663,505,2,4,4,244,At Risk,0
P3B 2Z4_CA,2023-03-05,1,306.6,668,1,3,4,134,At Risk,0
20659-2338_US,2023-06-28,3,306.3018867924528,553,2,4,4,244,At Risk,0
SA7 0HB_GB,2023-02-14,1,306.225,687,1,3,4,134,At Risk,0
57068_US,2023-04-17,3,306.21000000000004,625,1,4,4,144,At Risk,0
